man09|64.5490196078431373
man13|78.2615384615384615
man18|69.6634615384615385
tri09|59.8461538461538462
tri13|70.2923076923076923
tri18|71.7884615384615385
mid09|64.4134615384615385
mid13|79.8384615384615385
mid18|71.7500000000000000
fim09|59.9320388349514563
fim13|68.9923076923076923
fim18|65.4423076923076923
fos09|54.7938144329896907
fos13|68.8692307692307692
fos18|60.0873786407766990
lau09|46.1279069767441860
lau13|52.5769230769230769
lau18|43.1274509803921569
sun09|30.8500000000000000
sun13|37.2153846153846154
sun18|37.6568627450980392
